page,rows,elapsed_ms
1480,1000,2.569
1481,1000,2.564
1482,1000,2.442
1483,1000,2.460
1484,1000,2.574
1485,1000,2.191
1486,1000,2.243
1487,1000,2.364
1488,1000,2.369
1489,1000,2.345
1490,1000,2.489
1491,1000,2.392
1492,1000,2.491
1493,1000,2.247
1494,1000,2.367
1495,1000,2.375
1496,1000,2.514
1497,1000,2.479
1498,1000,2.502
1499,1000,2.561
1500,1000,2.564
1501,1000,2.669
1502,1000,2.441
1503,1000,2.231
1504,1000,2.492
1505,1000,2.392
1506,1000,2.550
1507,1000,2.544
1508,1000,2.547
1509,1000,3.103
1510,1000,2.515
1511,1000,2.706
1512,1000,2.658
1513,1000,3.778
1514,1000,2.754
1515,1000,2.595
1516,1000,2.522
1517,1000,2.739
1518,1000,2.571
1519,1000,2.814
1520,1000,3.176
1521,1000,2.727
1522,1000,2.564
1523,1000,2.521
1524,1000,3.250
1525,1000,2.307
1526,1000,3.692
1527,1000,3.799
1528,1000,2.512
1529,1000,2.588
1530,1000,2.399
1531,1000,2.257
1532,1000,2.182
1533,1000,2.159
1534,1000,2.165
1535,1000,2.330
1536,1000,2.230
1537,1000,2.201
1538,1000,2.227
1539,1000,2.173
1540,1000,2.280
1541,1000,2.463
1542,1000,2.704
1543,1000,2.515
1544,1000,3.216
1545,1000,2.473
1546,1000,2.363
1547,1000,2.245
1548,1000,3.717
1549,1000,3.469
1550,1000,2.247
1551,1000,2.206
1552,1000,2.305
1553,1000,2.344
1554,1000,3.713
1555,1000,3.517
1556,1000,2.439
1557,1000,3.704
1558,1000,2.417
1559,1000,2.394
1560,1000,2.370
1561,1000,2.290
1562,1000,3.441
1563,1000,2.366
1564,1000,2.230
1565,1000,2.335
1566,1000,2.279
1567,1000,2.573
1568,1000,2.463
1569,1000,2.676
1570,1000,2.323
1571,1000,2.358
1572,1000,2.301
1573,1000,2.215
1574,1000,2.207
1575,1000,3.593
1576,1000,2.222
1577,1000,3.265
1578,1000,2.456
1579,1000,2.503
1580,1000,3.668
1581,1000,2.233
1582,1000,2.206
1583,1000,2.193
1584,1000,2.654
1585,1000,2.297
1586,1000,3.703
1587,1000,2.259
1588,1000,2.296
1589,1000,2.283
1590,1000,2.829
1591,1000,3.341
1592,1000,3.583
1593,1000,2.288
1594,1000,3.804
1595,1000,2.284
1596,1000,2.374
1597,1000,3.034
1598,1000,3.262
1599,1000,2.276
1600,1000,3.463
1601,1000,2.405
1602,1000,2.224
1603,1000,2.596
1604,1000,2.467
1605,1000,2.485
1606,1000,2.353
1607,1000,2.356
1608,1000,2.417
1609,1000,2.589
1610,1000,2.573
1611,1000,2.532
1612,1000,2.406
1613,1000,2.464
1614,1000,2.605
1615,1000,2.516
1616,1000,2.233
1617,1000,2.486
1618,1000,2.336
1619,1000,2.461
1620,1000,3.405
1621,1000,3.113
1622,1000,3.671
1623,1000,2.330
1624,1000,2.852
1625,1000,3.422
1626,1000,3.362
1627,1000,3.299
1628,1000,3.724
1629,1000,2.415
1630,1000,2.457
1631,1000,2.386
1632,1000,2.450
1633,1000,2.392
1634,1000,2.475
1635,1000,2.341
1636,1000,2.390
1637,1000,2.497
1638,1000,2.484
1639,1000,2.527
1640,1000,2.433
1641,1000,2.356
1642,1000,2.479
1643,1000,2.240
1644,1000,2.866
1645,1000,2.200
1646,1000,2.280
1647,1000,2.146
1648,1000,2.198
1649,1000,2.203
1650,1000,2.905
1651,1000,2.330
1652,1000,2.219
1653,1000,2.320
1654,1000,2.202
1655,1000,2.154
1656,1000,2.227
1657,1000,2.679
1658,1000,2.380
1659,1000,2.267
1660,1000,2.216
1661,1000,2.348
1662,1000,2.283
1663,1000,2.216
1664,1000,2.219
1665,1000,2.307
1666,1000,2.209
1667,1000,2.216
1668,1000,2.303
1669,1000,2.238
1670,1000,2.293
1671,1000,2.235
1672,1000,2.186
1673,1000,2.200
1674,1000,2.161
1675,1000,2.212
1676,1000,2.600
1677,1000,2.457
1678,1000,2.461
1679,1000,2.378
1680,1000,2.336
1681,1000,2.363
1682,1000,2.384
1683,1000,2.400
1684,1000,2.375
1685,1000,2.450
1686,1000,2.486
1687,1000,2.520
1688,1000,2.577
1689,1000,2.497
1690,1000,2.786
1691,1000,2.256
1692,1000,2.281
1693,1000,2.343
1694,1000,2.679
1695,1000,2.829
1696,1000,2.472
1697,1000,2.619
1698,1000,2.619
1699,1000,2.284
1700,1000,2.243
1701,1000,2.566
1702,1000,2.316
1703,1000,3.019
1704,1000,2.480
1705,1000,2.480
1706,1000,2.431
1707,1000,2.445
1708,1000,2.481
1709,1000,2.448
1710,1000,2.231
1711,1000,2.349
1712,1000,2.372
1713,1000,3.399
1714,1000,2.288
1715,1000,3.088
1716,1000,2.622
1717,1000,3.356
1718,1000,2.257
1719,1000,3.290
1720,1000,2.667
1721,1000,2.341
1722,1000,2.295
1723,1000,2.448
1724,1000,2.634
1725,1000,2.489
1726,1000,2.417
1727,1000,2.559
1728,1000,2.507
1729,1000,2.598
1730,1000,2.337
1731,1000,2.370
1732,1000,2.266
1733,1000,3.225
1734,1000,3.769
1735,1000,2.222
1736,1000,3.757
1737,1000,2.243
1738,1000,2.856
1739,1000,2.277
1740,1000,3.111
1741,1000,2.831
1742,1000,3.620
1743,1000,2.341
1744,1000,2.241
1745,1000,2.239
1746,1000,2.580
1747,1000,2.541
1748,1000,2.569
1749,1000,2.322
1750,1000,2.527
1751,1000,2.348
1752,1000,2.490
1753,1000,2.384
1754,1000,2.541
1755,1000,2.470
1756,1000,3.118
1757,1000,2.882
1758,1000,2.946
1759,1000,2.513
1760,1000,2.523
1761,1000,2.340
1762,1000,2.482
1763,1000,2.323
1764,1000,2.374
1765,1000,2.376
1766,1000,3.380
1767,1000,2.776
1768,1000,3.192
1769,1000,2.233
1770,1000,3.104
1771,1000,3.770
1772,1000,2.255
1773,1000,3.971
1774,1000,2.970
1775,1000,2.225
1776,1000,2.469
1777,1000,2.380
1778,1000,2.400
1779,1000,2.711
1780,1000,3.579
1781,1000,2.456
1782,1000,2.570
1783,1000,2.507
1784,1000,2.479
1785,1000,2.309
1786,1000,2.458
1787,1000,2.527
1788,1000,2.492
1789,1000,2.544
1790,1000,2.335
1791,1000,2.755
1792,1000,2.309
1793,1000,2.158
1794,1000,2.429
1795,1000,2.895
1796,1000,2.837
1797,1000,3.609
1798,1000,3.775
1799,1000,2.479
1800,1000,2.332
1801,1000,2.550
1802,1000,2.520
1803,1000,2.591
1804,1000,2.423
1805,1000,2.504
1806,1000,3.653
1807,1000,2.307
1808,1000,2.183
1809,1000,3.646
1810,1000,2.306
1811,1000,2.521
1812,1000,3.140
1813,1000,2.292
1814,1000,2.212
1815,1000,2.386
1816,1000,2.356
1817,1000,3.518
1818,1000,2.236
1819,1000,2.354
1820,1000,2.342
1821,1000,2.342
1822,1000,2.310
1823,1000,3.183
1824,1000,3.226
1825,1000,2.258
1826,1000,2.812
1827,1000,2.863
1828,1000,2.293
1829,1000,2.269
1830,1000,2.246
1831,1000,2.567
1832,1000,2.350
1833,1000,2.376
1834,1000,2.710
1835,1000,2.718
1836,1000,3.599
1837,1000,2.390
1838,1000,3.897
1839,1000,2.470
1840,1000,2.964
1841,1000,2.548
1842,1000,2.346
1843,1000,2.333
1844,1000,2.796
1845,1000,2.235
1846,1000,2.317
1847,1000,2.249
1848,1000,2.256
1849,1000,2.189
1850,1000,2.251
1851,1000,2.438
1852,1000,2.433
1853,1000,2.349
1854,1000,2.228
1855,1000,2.191
1856,1000,2.230
1857,1000,2.216
1858,1000,2.243
1859,1000,2.318
1860,1000,2.176
1861,1000,2.341
1862,1000,2.384
1863,1000,2.198
1864,1000,2.654
1865,1000,2.225
1866,1000,2.250
1867,1000,2.190
1868,1000,2.169
1869,1000,2.450
1870,1000,2.727
1871,1000,3.775
1872,1000,2.272
1873,1000,2.694
1874,1000,2.241
1875,1000,2.418
1876,1000,2.335
1877,1000,2.444
1878,1000,2.447
1879,1000,2.944
1880,1000,2.450
1881,1000,2.391
1882,1000,2.338
1883,1000,2.384
1884,1000,2.389
1885,1000,2.287
1886,1000,2.373
1887,1000,2.453
1888,1000,2.343
1889,1000,2.428
1890,1000,3.553
1891,1000,2.259
1892,1000,2.875
1893,1000,2.867
1894,1000,3.140
1895,1000,3.422
1896,1000,2.320
1897,1000,3.438
1898,1000,3.105
1899,1000,3.833
1900,1000,2.318
1901,1000,3.719
1902,1000,3.336
1903,1000,3.647
1904,1000,2.424
1905,1000,2.619
1906,1000,2.654
1907,1000,3.521
1908,1000,2.576
1909,1000,2.582
1910,1000,2.549
1911,1000,2.773
1912,1000,2.564
1913,1000,3.462
1914,1000,3.551
1915,1000,2.750
1916,1000,2.657
1917,1000,2.558
1918,1000,2.517
1919,1000,2.375
1920,1000,2.501
1921,1000,2.315
1922,1000,2.415
1923,1000,2.438
1924,1000,2.558
1925,1000,2.624
1926,1000,2.258
1927,1000,2.414
1928,1000,2.383
1929,1000,3.824
1930,1000,2.286
1931,1000,2.343
1932,1000,2.924
1933,1000,3.137
1934,1000,2.264
1935,1000,3.049
1936,1000,2.843
1937,1000,2.869
1938,1000,3.338
1939,1000,2.307
1940,1000,2.361
1941,1000,2.370
1942,1000,2.380
1943,1000,2.420
1944,1000,2.200
1945,1000,2.713
1946,1000,3.226
1947,1000,3.672
1948,1000,2.561
1949,1000,2.473
1950,1000,2.421
1951,1000,2.401
1952,1000,2.265
1953,1000,2.470
1954,1000,2.632
1955,1000,2.411
1956,1000,2.432
1957,1000,2.273
1958,1000,2.497
1959,1000,2.242
1960,1000,2.384
1961,1000,2.335
1962,1000,2.443
1963,1000,2.530
1964,1000,2.440
1965,1000,2.345
1966,1000,2.221
1967,1000,3.324
1968,1000,2.779
1969,1000,2.269
1970,1000,3.745
1971,1000,2.227
1972,1000,3.706
1973,1000,2.248
1974,1000,2.184
1975,1000,2.174
1976,1000,2.200
1977,1000,2.404
1978,1000,3.184
1979,1000,2.238
1980,1000,2.495
1981,1000,2.761
1982,1000,2.178
1983,1000,2.368
1984,1000,2.419
1985,1000,3.871
1986,1000,3.541
1987,1000,2.233
1988,1000,3.416
1989,1000,2.330
1990,1000,2.962
1991,1000,2.417
1992,1000,2.350
1993,1000,2.456
1994,1000,2.253
1995,1000,2.237
1996,1000,2.369
1997,1000,2.489
1998,1000,2.489
1999,1000,2.401
2000,1000,2.121
2001,0,0.404
