page,rows,elapsed_ms
1280,1000,352.081
1281,1000,356.219
1282,1000,353.812
1283,1000,360.868
1284,1000,359.849
1285,1000,350.544
1286,1000,373.364
1287,1000,392.081
1288,1000,404.068
1289,1000,393.303
1290,1000,401.895
1291,1000,381.566
1292,1000,402.290
1293,1000,398.614
1294,1000,406.274
1295,1000,396.757
1296,1000,381.909
1297,1000,383.690
1298,1000,406.015
1299,1000,404.306
1300,1000,407.035
1301,1000,405.174
1302,1000,402.454
1303,1000,381.649
1304,1000,397.840
1305,1000,399.436
1306,1000,390.219
1307,1000,399.171
1308,1000,397.103
1309,1000,408.259
1310,1000,405.820
1311,1000,399.384
1312,1000,405.555
1313,1000,411.701
1314,1000,399.169
1315,1000,398.629
1316,1000,405.755
1317,1000,412.831
1318,1000,408.726
1319,1000,408.164
1320,1000,414.612
1321,1000,407.139
1322,1000,412.184
1323,1000,407.629
1324,1000,413.643
1325,1000,410.530
1326,1000,415.407
1327,1000,411.833
1328,1000,407.412
1329,1000,416.747
1330,1000,411.877
1331,1000,413.580
1332,1000,413.659
1333,1000,414.312
1334,1000,413.706
1335,1000,410.327
1336,1000,414.148
1337,1000,412.778
1338,1000,408.294
1339,1000,407.290
1340,1000,385.510
1341,1000,407.274
1342,1000,408.554
1343,1000,417.540
1344,1000,414.012
1345,1000,405.982
1346,1000,420.872
1347,1000,383.818
1348,1000,415.935
1349,1000,414.285
1350,1000,394.646
1351,1000,401.550
1352,1000,414.321
1353,1000,420.739
1354,1000,406.446
1355,1000,424.153
1356,1000,425.861
1357,1000,428.261
1358,1000,420.634
1359,1000,430.001
1360,1000,427.702
1361,1000,420.354
1362,1000,394.441
1363,1000,429.055
1364,1000,417.701
1365,1000,432.871
1366,1000,424.425
1367,1000,418.214
1368,1000,432.244
1369,1000,419.869
1370,1000,407.532
1371,1000,425.971
1372,1000,431.187
1373,1000,442.671
1374,1000,406.675
1375,1000,441.596
1376,1000,405.028
1377,1000,431.104
1378,1000,433.581
1379,1000,429.504
1380,1000,433.341
1381,1000,440.110
1382,1000,429.886
1383,1000,431.719
1384,1000,431.216
1385,1000,436.867
1386,1000,426.468
1387,1000,448.789
